0.24	-0.72	1.0	60720.0	607.2
0.42	-0.9985000000000019	1.0	61120.0	611.2
0.48	0.4586999999999952	1.0	59899.999999999985	598.9999999999999
0.53	0.22660499999999517	1.0	60319.999999999985	603.1999999999998
0.52	0.5107334999999977	1.0	60199.999999999985	601.9999999999999
0.54	0.061118199999999095	1.0	60799.999999999985	607.9999999999999
0.58	-0.9945110650000011	1.0	62199.999999999985	621.9999999999999
0.57	-0.7973268635000005	1.0	62479.999999999985	624.7999999999998
0.53	-1.240251436149999	1.0	63319.999999999985	633.1999999999998
0.55	-0.532941843199999	1.0	63159.999999999985	631.5999999999999
0.52	-0.1497098641949981	1.0	63239.999999999985	632.3999999999999
0.58	1.2333235419650013	1.0	62299.999999999985	622.9999999999999
0.6	1.5348569793060016	1.0	62479.999999999985	624.7999999999998
0.59	1.8470346612006678	1.0	62539.999999999985	625.3999999999999
0.58	0.8837940782363042	1.0	63939.999999999985	639.3999999999999
0.57	1.3867970429868313	1.0	63859.999999999985	638.5999999999999
0.56	0.5310071790681117	1.0	65279.999999999985	652.7999999999998
0.59	0.4826513519199398	1.0	65939.99999999999	659.3999999999999
0.54	-0.3539558563513576	1.0	67359.99999999999	673.5999999999999
0.53	0.05170122830077773	1.0	67579.99999999999	675.7999999999998
0.53	-0.1309530336154924	1.0	68359.99999999999	683.5999999999999
0.53	0.005394060079316176	1.0	68499.99999999999	684.9999999999999
0.5	-0.2457647031195384	1.0	69359.99999999999	693.5999999999999
0.49	-1.4835454144864249	1.0	71239.99999999999	712.3999999999999
0.48	-1.8776029543182593	1.0	72279.99999999999	722.7999999999998
0.45	-2.224934384190692	1.0	73339.99999999999	733.3999999999999
0.47	-3.239587334543561	1.0	75119.99999999999	751.1999999999998
0.47	-2.0371232323688786	1.0	74739.99999999999	747.3999999999999
0.48	-1.203470688367192	1.0	74759.99999999999	747.5999999999999
0.46	-2.143180510357783	1.0	76359.99999999999	763.5999999999999
0.51	-1.561267487783739	1.0	76499.99999999999	764.9999999999999
0.45	-1.4950318535982339	1.0	77199.99999999999	771.9999999999999
0.47	-1.0241041924799248	1.0	77439.99999999999	774.3999999999999
0.52	-0.2370503341058926	1.0	77339.99999999999	773.3999999999999
0.52	-0.7645723536648851	1.0	78539.99999999999	785.3999999999999
0.52	-0.011010207940561472	1.0	78459.99999999999	784.5999999999999
0.53	0.1571204967676627	1.0	78819.99999999999	788.1999999999998
0.52	-0.0037986579250090815	1.0	79519.99999999999	795.1999999999998
0.52	0.23216201028584516	1.0	79759.99999999999	797.5999999999999
0.53	0.8110483001140163	1.0	79939.99999999999	799.3999999999999
0.5	0.5234513199569727	1.0	80859.99999999999	808.5999999999999
0.52	0.7231776932295759	1.0	81379.99999999999	813.7999999999998
0.51	2.412177629803335	1.0	80339.99999999999	803.3999999999999
0.52	3.390267503138419	1.0	79819.99999999999	798.1999999999998
0.52	3.5139353903257056	1.0	80199.99999999999	801.9999999999999
0.48	2.8618339594140583	1.0	81199.99999999999	811.9999999999999
0.51	2.138823633365336	1.0	82419.99999999999	824.1999999999998
0.54	2.149277554766952	1.0	83059.99999999999	830.5999999999999
0.53	2.0222452586016737	1.0	83639.99999999999	836.3999999999999
0.51	2.2988084551786576	1.0	83899.99999999999	838.9999999999999
0.5	1.5953660802780498	1.0	85079.99999999999	850.7999999999998
0.54	2.02157232122788	1.0	85159.99999999999	851.5999999999999
0.54	2.244409185047974	1.0	85559.99999999999	855.5999999999999
0.53	2.509965466550834	1.0	85879.99999999999	858.7999999999998
0.52	2.1442038259234266	1.0	86919.99999999999	869.1999999999998
0.53	2.065900991311629	1.0	87579.99999999999	875.7999999999998
0.54	1.80422617924742	1.0	88399.99999999999	883.9999999999999
0.58	2.4049821055264644	1.0	88499.99999999999	884.9999999999999
0.59	2.990632284318143	1.0	88399.99999999999	883.9999999999999
0.59	3.520174626441997	1.0	88479.99999999999	884.7999999999998
0.57	2.6640360597251216	1.0	89819.99999999999	898.1999999999998
0.53	1.9326540839469106	1.0	91079.99999999999	910.7999999999998
0.47	1.6042509677181398	1.0	91839.99999999999	918.3999999999999
0.47	1.4049389963557257	1.0	92599.99999999999	925.9999999999999
0.57	3.4616758188700576	1.0	91119.99999999999	911.1999999999998
0.58	3.0055754512571013	1.0	91999.99999999999	919.9999999999999
0.55	3.0049119685933725	1.0	92379.99999999999	923.7999999999998
0.59	3.8756869172619117	1.0	91859.99999999999	918.5999999999999
0.61	4.6859444205909435	1.0	91499.99999999999	914.9999999999999
0.59	4.520157765429416	1.0	91939.99999999999	919.3999999999999
0.58	3.9452270484050014	1.0	92759.99999999999	927.5999999999999
0.62	3.635989372673348	1.0	93499.99999999999	934.9999999999999
0.6	3.073943867610942	1.0	94279.99999999999	942.7999999999998
0.58	3.6348702043734638	1.0	94179.99999999999	941.7999999999998
0.57	3.110097713609037	1.0	95259.99999999999	952.5999999999999
0.59	3.0286565643029313	1.0	95799.99999999999	957.9999999999999
0.57	3.6874662163198284	1.0	95619.99999999999	956.1999999999998
