0.0	-1.3636363636363604	1.0	60600.0	606.0
1.0	0.02272727272728048	1.0	60000.0	600.0
0.0	-1.2295454545454447	1.0	60600.0	606.0
0.0	-2.7732575757575613	1.0	61400.0	614.0
0.0	-2.1255614478114437	1.0	61200.0	612.0
0.0	-4.956483563899853	1.0	62600.0	626.0
0.0	-4.649514452792914	1.0	62700.0	627.0
0.0	-4.55493337788401	1.0	62900.0	629.0
0.0	-1.9565828972384622	1.0	61700.0	617.0
0.0	-0.03678667648014766	1.0	60700.0	607.0
1.0	1.3394410107757153	1.0	60000.0	600.0
0.0	-1.352642625185581	1.0	61100.0	611.0
0.0	-1.21737836266702	1.0	61100.0	611.0
1.0	3.538505815063104	1.0	59200.0	592.0
1.0	1.934655233556792	1.0	59800.0	598.0
1.0	2.353434608160293	1.0	59500.0	595.0
1.0	2.7563890196847116	1.0	59200.0	592.0
1.0	1.6236072605733625	1.0	59500.0	595.0
0.0	-0.09430902103953542	1.0	60200.0	602.0
0.0	-2.084878118935583	1.0	61100.0	611.0
0.0	-4.676390307042023	1.0	62500.0	625.0
0.0	-2.542084609671129	1.0	61500.0	615.0
0.0	-1.4942253550532314	1.0	61000.0	610.0
0.0	-3.708439183184277	1.0	62300.0	623.0
0.0	-2.3698533293819617	1.0	61700.0	617.0
0.0	-2.932867996443772	1.0	62100.0	621.0
0.0	-3.353866911085106	1.0	62500.0	625.0
0.0	-3.3888505903469706	1.0	62700.0	627.0
0.0	-3.2254041278034946	1.0	62800.0	628.0
0.0	-0.5028637150231532	1.0	61600.0	616.0
1.0	2.608647146275075	1.0	60100.0	601.0
1.0	2.347782431647553	1.0	60100.0	601.0
0.0	-0.2399369879877895	1.0	60900.0	609.0
0.0	-0.2159432891890134	1.0	60900.0	609.0
0.0	-0.5169296054314145	1.0	61100.0	611.0
1.0	1.5347633551117212	1.0	60200.0	602.0
1.0	0.5117218022092516	1.0	60600.0	606.0
1.0	2.3960334929560645	1.0	59400.0	594.0
1.0	1.3230968103271288	1.0	59800.0	598.0
0.0	-1.0541108298892539	1.0	60900.0	609.0
0.0	-0.7446181142472739	1.0	60800.0	608.0
1.0	0.7023927167852975	1.0	60100.0	601.0
0.0	-0.7403955745010791	1.0	60800.0	608.0
0.0	-0.6663560170509726	1.0	60800.0	608.0
0.0	-1.9204751323269988	1.0	61500.0	615.0
0.0	-2.098797989464677	1.0	61700.0	617.0
1.0	0.18655350759499356	1.0	60600.0	606.0
1.0	3.349716338653685	1.0	59200.0	592.0
1.0	4.61474470478832	1.0	58400.0	584.0
1.0	2.990479536635058	1.0	58900.0	589.0
1.0	5.32301053033996	1.0	57400.0	574.0
1.0	5.488383895910605	1.0	57100.0	571.0
1.0	8.272878839652888	1.0	55800.0	558.0
1.0	8.665103150809532	1.0	55300.0	553.0
1.0	7.453765249521677	1.0	55400.0	554.0
1.0	5.458388724569532	1.0	55800.0	558.0
1.0	7.412549852112544	1.0	54600.0	546.0
1.0	10.881821182690803	1.0	53000.0	530.0
1.0	7.888877159659833	1.0	53800.0	538.0
1.0	6.461691571353409	1.0	54100.0	541.0
1.0	5.815522414218048	1.0	54100.0	541.0
1.0	5.846215070755424	1.0	53800.0	538.0
1.0	5.787909353153577	1.0	53600.0	536.0
1.0	5.209118417838226	1.0	53600.0	536.0
1.0	2.8933347811826025	1.0	54300.0	543.0
1.0	2.6040013030643365	1.0	54300.0	543.0
1.0	0.9710521531500547	1.0	55000.0	550.0
0.0	-1.219076317978903	1.0	55900.0	559.0
0.0	-1.2858479314640476	1.0	56000.0	560.0
0.0	-0.8001202811747845	1.0	55800.0	558.0
1.0	1.2798917469426954	1.0	54900.0	549.0
0.0	-1.2117337913879425	1.0	56200.0	562.0
0.0	-1.2792396575321732	1.0	56300.0	563.0
0.0	-2.523864711386807	1.0	57000.0	570.0
0.0	-2.0673966075950716	1.0	56900.0	569.0
1.0	0.520295434116818	1.0	55900.0	559.0
1.0	0.01372043615968721	1.0	56100.0	561.0
0.0	-0.5139673969299707	1.0	56400.0	564.0
1.0	0.5719121013837025	1.0	55800.0	558.0
1.0	0.7188025238983897	1.0	55700.0	557.0
1.0	0.9917498577154333	1.0	55500.0	555.0
0.0	-1.4151174357484138	1.0	56700.0	567.0
1.0	0.2819498633819819	1.0	56000.0	560.0
1.0	0.2537548770437752	1.0	56000.0	560.0
0.0	-0.5123613514013527	1.0	56400.0	564.0
0.0	-0.46112521626122316	1.0	56400.0	564.0
1.0	1.0664687868463716	1.0	55600.0	556.0
0.0	-0.46874952040970186	1.0	56300.0	563.0
0.0	-2.5787373134667746	1.0	57400.0	574.0
0.0	-1.963720724977236	1.0	57200.0	572.0
0.0	-1.7673486524795123	1.0	57200.0	572.0
0.0	-0.21130344240397392	1.0	56400.0	564.0
1.0	0.6793921192277139	1.0	56000.0	560.0
1.0	0.42963472548674986	1.0	56100.0	561.0
1.0	0.5827496843106132	1.0	56000.0	560.0
